id,price,number_of_reviews,availability_365,room_type,neighbourhood,neighbourhood_group,accommodates,bedrooms,bathrooms,host_is_superhost,reviews_per_month,last_review,first_review,calculated_host_listings_count,latitude,longitude,minimum_nights,host_name,host_since,number_of_reviews_ltm,instant_bookable,host_response_rate,host_acceptance_rate,host_response_time
6499,84.0,76,252,Entire home/apt,Belm,Lisboa,3,1.0,1.0,False,0.62,2024-08-20,2014-09-02,1,38.6975,-9.19768,4,Bruno,2009-04-22,15,True,1.0,1.0,within an hour
25659,96.0,213,270,Entire home/apt,Santa Maria Maior,Lisboa,3,1.0,1.0,True,1.68,2024-09-13,2014-04-24,1,38.71241,-9.12706,2,Ellie,2010-04-12,19,True,1.0,1.0,within an hour
29396,78.0,401,295,Entire home/apt,Santa Maria Maior,Lisboa,4,1.0,1.0,False,2.67,2024-09-06,2012-05-22,1,38.71156,-9.12987,2,Mónica,2010-05-17,22,True,1.0,1.0,within an hour
29720,1032.0,133,263,Entire home/apt,Estrela,Lisboa,16,9.0,8.0,True,0.8,2024-09-01,2011-01-05,1,38.71108,-9.15979,2,Francisco,2010-05-19,24,False,0.77,0.53,within a few hours
42519,90.0,199,286,Entire home/apt,Misericrdia,Lisboa,2,1.0,1.0,False,1.26,2024-07-16,2011-10-12,7,38.71062,-9.149,1,David,2010-06-01,23,False,1.0,1.0,within an hour
48025,95.0,44,261,Entire home/apt,Misericrdia,Lisboa,2,1.0,1.5,False,0.27,2024-08-16,2011-07-18,8,38.71195,-9.14463,7,José,2010-08-31,11,False,1.0,0.85,within a few hours
50108,120.0,30,0,Entire home/apt,Estrela,Lisboa,4,1.0,2.0,True,0.19,2019-11-05,2011-12-13,2,38.70388,-9.16546,2,Pipas,2010-09-09,0,True,1.0,1.0,within an hour
76132,88.0,45,323,Entire home/apt,Campolide,Lisboa,2,1.0,1.0,False,0.61,2024-06-26,2018-08-14,8,38.72727,-9.16273,3,Augusto,2011-02-23,14,True,0.8,0.89,within an hour
83700,89.0,271,323,Entire home/apt,Cascais e Estoril,Cascais,4,0.0,1.0,True,1.66,2024-09-05,2011-04-19,1,38.70018,-9.43272,3,Claudio,2011-03-22,33,False,1.0,1.0,within an hour
83933,85.0,299,124,Entire home/apt,So Vicente,Lisboa,2,1.0,1.0,False,1.88,2024-09-03,2011-08-16,1,38.72092115283526,-9.128046411596074,2,Sebastien,2011-01-05,24,True,1.0,1.0,within an hour
84599,334.0,91,295,Entire home/apt,Santa Maria Maior,Lisboa,5,2.0,1.0,True,0.61,2024-07-04,2012-06-21,19,38.7106,-9.13689,1,Jose Luz,2010-07-27,8,True,1.0,1.0,within an hour
85105,65.0,53,164,Private room,Santa Maria Maior,Lisboa,2,2.0,1.0,True,2.77,2024-08-25,2023-02-18,1,38.71784,-9.13492,3,Mafalda,2011-03-25,25,False,0.67,0.98,within a day
89015,162.0,96,340,Entire home/apt,Misericrdia,Lisboa,4,2.0,1.0,True,0.6,2024-08-14,2011-08-23,1,38.71299,-9.15004,3,Justo,2011-04-05,23,True,1.0,0.98,within an hour
91282,100.0,13,209,Entire home/apt,Campo de Ourique,Lisboa,2,1.0,1.0,False,0.45,2024-06-30,2022-05-05,1,38.71879,-9.15853,15,Maria,2010-05-27,5,False,0.91,0.36,within an hour
95212,105.0,78,82,Entire home/apt,Misericrdia,Lisboa,6,3.0,1.0,False,0.53,2023-05-29,2012-07-17,1,38.70901,-9.15158,3,Kathia,2011-04-12,0,False,1.0,0.0,within a day
97503,55.0,42,100,Private room,Santo Antnio,Lisboa,1,1.0,2.0,False,0.26,2024-07-30,2011-07-14,13,38.72129,-9.1422,7,Joel,2011-04-17,1,False,1.0,0.7,within an hour
103252,119.0,167,309,Entire home/apt,So Vicente,Lisboa,4,1.0,1.0,False,1.68,2024-09-10,2016-07-09,10,38.71838,-9.129015,2,André & Cristina,2011-04-27,33,True,1.0,1.0,within an hour
107159,360.0,0,365,Private room,Estrela,Lisboa,4,1.0,0.0,False,0.0,0,0,1,38.70065,-9.17491,1,José,2011-05-03,0,False,0.9732574819401446,0.0,a few days or more
112497,171.0,40,262,Entire home/apt,Cascais e Estoril,Cascais,4,1.0,2.0,False,0.25,2024-08-09,2011-06-30,1,38.69744,-9.4391,4,Mateus,2011-05-10,8,False,1.0,0.93,within a few hours
119120,125.0,365,53,Entire home/apt,Estrela,Lisboa,4,2.0,1.0,True,2.29,2024-08-25,2011-08-08,4,38.70927,-9.16122,3,Nuno,2011-02-11,33,False,1.0,0.99,within an hour
122998,96.0,104,120,Entire home/apt,Misericrdia,Lisboa,2,1.0,1.0,True,0.65,2024-09-10,2011-07-05,1,38.7127,-9.15215,4,Rita,2011-05-23,23,True,1.0,1.0,within an hour
125848,69.0,156,323,Entire home/apt,So Vicente,Lisboa,2,1.0,1.0,False,1.04,2024-08-28,2012-05-06,6,38.71478,-9.1241,3,Isabelle,2011-05-25,15,False,1.0,0.91,within an hour
129786,111.0,3,303,Entire home/apt,Misericrdia,Lisboa,4,3.0,2.0,True,0.02,2011-08-30,2011-07-20,1,38.70853,-9.14613,30,Maria Do Carmo,2011-05-25,0,False,1.0,1.0,within an hour
130708,57.0,239,324,Private room,Arroios,Lisboa,2,1.0,1.0,True,1.5,2024-07-04,2011-08-05,2,38.71806,-9.13738,3,Jesse James,2011-05-30,17,False,1.0,0.75,within a few hours
133645,95.0,458,326,Entire home/apt,Santa Maria Maior,Lisboa,3,1.0,1.0,True,2.87,2024-09-13,2011-08-14,2,38.71091,-9.13251,2,Juan,2011-06-02,62,False,1.0,1.0,within an hour
135261,166.0,346,298,Entire home/apt,Misericrdia,Lisboa,4,2.0,1.0,True,2.16,2024-08-27,2011-07-13,2,38.71298,-9.14541,2,Leo,2011-06-04,54,True,1.0,1.0,within an hour
137054,95.0,363,327,Entire home/apt,Santa Maria Maior,Lisboa,3,1.0,1.0,True,2.31,2024-09-14,2011-10-25,2,38.71236,-9.13129,2,Juan,2011-06-02,51,True,1.0,1.0,within an hour
137461,95.0,21,319,Entire home/apt,Misericrdia,Lisboa,2,1.0,1.0,False,0.14,2024-08-15,2011-12-18,8,38.71413,-9.14425,5,José,2010-08-31,7,False,1.0,0.85,within a few hours
138542,156.0,72,159,Entire home/apt,Santo Antnio,Lisboa,4,2.0,1.0,True,2.07,2024-08-21,2021-11-06,6,38.71821,-9.15398,4,Margarida,2011-06-07,26,False,0.93,1.0,within an hour
138929,105.0,552,275,Entire home/apt,Santa Maria Maior,Lisboa,2,1.0,1.0,True,3.44,2024-09-12,2011-07-12,1,38.71231,-9.12918,3,Diogo And Maria,2011-06-08,56,False,1.0,0.86,within an hour
141883,156.0,58,230,Entire home/apt,Cascais e Estoril,Cascais,2,0.0,1.0,False,0.39,2024-07-16,2012-07-08,30,38.6961,-9.42215,1,Luis,2011-06-11,7,True,1.0,1.0,within an hour
144851,103.0,119,188,Entire home/apt,Misericrdia,Lisboa,4,1.0,1.0,False,0.75,2024-09-10,2011-08-28,8,38.71261,-9.14456,2,MyPlaceLisbon,2011-06-14,9,True,1.0,1.0,within an hour
148344,195.0,66,284,Entire home/apt,Colares,Sintra,6,3.0,2.0,False,0.45,2024-08-25,2012-07-15,1,38.78666,-9.46231,7,Mary,2011-06-18,6,False,1.0,1.0,within a day
149589,103.0,336,132,Entire home/apt,Santa Maria Maior,Lisboa,3,1.0,1.0,True,2.17,2024-08-24,2012-01-02,3,38.71331,-9.13314,1,Ana,2011-06-20,66,False,1.0,1.0,within an hour
155865,85.0,237,335,Entire home/apt,Alcntara,Lisboa,4,2.0,1.0,False,1.48,2024-08-21,2011-07-17,1,38.70546,-9.17579,2,Ricardo,2011-06-27,29,False,1.0,1.0,within an hour
161268,137.0,355,345,Entire home/apt,Santo Antnio,Lisboa,6,2.0,1.5,False,2.31,2024-09-11,2012-01-22,1,38.71563,-9.1457,3,Sofia,2012-01-01,36,True,1.0,1.0,within an hour
172455,122.0,235,70,Entire home/apt,Santa Maria Maior,Lisboa,4,1.0,1.0,True,1.49,2024-05-14,2011-09-19,2,38.71344,-9.13509,4,Joao,2011-07-15,8,True,1.0,0.99,within an hour
172638,99.0,549,308,Entire home/apt,Santa Maria Maior,Lisboa,2,1.0,1.0,True,3.43,2024-08-30,2011-07-30,3,38.71112823486328,-9.129698753356934,3,André,2011-07-15,58,True,1.0,1.0,within an hour
174529,111.0,119,345,Entire home/apt,So Vicente,Lisboa,4,1.0,0.0,False,0.78,2024-08-27,2012-02-20,1,38.71769,-9.13331,4,Filipe,2011-07-18,16,True,1.0,1.0,within an hour
176153,193.0,855,250,Entire home/apt,Misericrdia,Lisboa,4,2.0,1.0,True,5.36,2024-09-06,2011-08-07,2,38.70781,-9.1451,1,Inês & António,2011-07-19,40,True,1.0,1.0,within an hour
178515,90.0,248,246,Entire home/apt,Santa Maria Maior,Lisboa,6,3.0,2.0,False,2.02,2024-08-11,2014-08-20,5,38.71133,-9.13093,3,Bruno,2011-06-28,30,True,0.94,1.0,within an hour
178524,99.0,364,171,Entire home/apt,Santa Maria Maior,Lisboa,6,3.0,3.0,False,2.29,2024-08-31,2011-09-05,5,38.70916,-9.13222,4,Bruno,2011-06-28,43,True,0.94,1.0,within an hour
179273,23.0,13,253,Private room,Barcarena,Oeiras,1,1.0,1.0,False,0.97,2024-08-28,2023-08-09,2,38.7469167,-9.2789757,1,Sérgio,2011-04-29,10,False,1.0,0.99,within an hour
186996,98.0,126,16,Entire home/apt,Santa Maria Maior,Lisboa,2,1.0,1.0,False,1.26,2024-08-29,2016-07-10,3,38.71677,-9.13359,4,Beco Do Jasmim,2011-07-31,19,False,1.0,0.99,within an hour
187442,190.0,597,303,Entire home/apt,Santa Maria Maior,Lisboa,4,2.0,1.0,True,3.81,2024-09-09,2011-10-30,3,38.71095,-9.13192,2,"André, Ricardo & Luís",2011-08-01,62,True,1.0,1.0,within an hour
193321,40.0,28,320,Private room,Santo Antnio,Lisboa,2,1.0,2.0,False,0.18,2024-08-22,2011-09-05,13,38.71971,-9.14339,10,Joel,2011-04-17,2,False,1.0,0.7,within an hour
199461,190.0,218,68,Entire home/apt,Santa Maria Maior,Lisboa,4,2.0,2.0,True,1.41,2024-08-20,2012-01-06,16,38.71095,-9.13673,1,Martin,2011-08-03,32,True,1.0,0.99,within an hour
427653,99.0,161,55,Entire home/apt,Santa Maria Maior,Lisboa,3,0.0,1.0,False,1.1,2024-05-14,2012-08-22,2,38.71147,-9.13382,3,Nuno,2012-04-12,3,False,1.0,1.0,within a few hours
428784,215.0,132,71,Entire home/apt,Santa Maria Maior,Lisboa,5,2.0,2.0,True,0.99,2024-08-17,2013-09-30,16,38.71296,-9.1363,1,Martin,2011-08-03,19,True,1.0,0.99,within an hour
428785,190.0,196,82,Entire home/apt,Santa Maria Maior,Lisboa,5,2.0,2.0,True,1.43,2024-08-28,2013-06-10,16,38.7129,-9.13817,1,Martin,2011-08-03,13,True,1.0,0.99,within an hour
429865,97.0,269,349,Entire home/apt,Colares,Sintra,2,1.0,1.0,True,1.83,2024-09-02,2012-08-28,3,38.805931091308594,-9.472200393676758,1,Pedro,2012-04-14,18,True,1.0,1.0,within an hour
438431,150.0,518,61,Entire home/apt,So Vicente,Lisboa,4,1.0,1.0,False,3.48,2024-08-30,2012-06-23,14,38.71359,-9.12974,4,João,2012-04-09,61,True,1.0,1.0,within an hour
444996,93.0,375,65,Private room,Misericrdia,Lisboa,2,1.0,1.0,True,2.64,2024-09-11,2013-01-11,1,38.71441,-9.14908,3,Rui,2012-04-24,31,True,1.0,1.0,within an hour
447832,126.0,819,268,Entire home/apt,Misericrdia,Lisboa,2,1.0,1.0,True,5.44,2024-09-11,2012-05-06,1,38.7116263,-9.1461882,4,Teresa + Andy,2012-04-25,70,False,1.0,0.99,within an hour
449080,71.0,358,315,Entire home/apt,Santa Maria Maior,Lisboa,2,1.0,1.0,False,2.38,2024-08-31,2012-05-06,9,38.71579,-9.13382,2,Ulrik,2012-04-26,58,True,1.0,1.0,within an hour
451351,490.0,198,319,Entire home/apt,Santa Maria Maior,Lisboa,9,3.0,2.0,True,1.4,2024-09-05,2013-01-28,19,38.70984,-9.13632,1,Jose Luz,2010-07-27,29,True,1.0,1.0,within an hour
454217,54.0,284,314,Entire home/apt,Santa Maria Maior,Lisboa,3,1.0,1.0,False,1.9,2024-08-28,2012-05-26,9,38.71186,-9.12859,2,Ulrik,2012-04-26,11,True,1.0,1.0,within an hour
454267,77.0,344,307,Entire home/apt,So Vicente,Lisboa,3,1.0,1.0,False,2.48,2024-08-28,2013-04-23,9,38.7143,-9.13059,2,Ulrik,2012-04-26,46,False,1.0,1.0,within an hour
454298,72.0,385,290,Entire home/apt,Santa Maria Maior,Lisboa,3,1.0,1.0,False,2.6,2024-08-08,2012-07-17,9,38.71191,-9.12864,2,Ulrik,2012-04-26,43,True,1.0,1.0,within an hour
454306,61.0,358,297,Entire home/apt,Santa Maria Maior,Lisboa,3,1.0,1.0,False,2.59,2024-08-29,2013-05-09,9,38.71189,-9.12867,2,Ulrik,2012-04-26,51,True,1.0,1.0,within an hour
454328,66.0,408,256,Entire home/apt,Santa Maria Maior,Lisboa,3,1.0,1.0,False,2.77,2024-08-21,2012-08-05,9,38.71189,-9.12867,2,Ulrik,2012-04-26,69,True,1.0,1.0,within an hour
464021,65.0,122,314,Private room,Cascais e Estoril,Cascais,1,1.0,1.0,True,0.82,2024-07-08,2012-06-19,2,38.69601,-9.42239,2,Rosário,2012-04-22,29,False,1.0,0.97,within an hour
473519,55.0,36,348,Private room,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",Oeiras,2,2.0,2.0,True,0.43,2024-07-14,2017-10-28,2,38.7056,-9.23021,2,Alice,2011-08-08,4,True,1.0,1.0,within a few hours
474818,89.0,662,201,Entire home/apt,Santa Maria Maior,Lisboa,4,1.0,1.0,True,4.67,2024-09-12,2013-01-27,1,38.71284,-9.13085,1,Jorge,2012-05-12,93,False,1.0,1.0,within a few hours
478989,111.0,137,133,Private room,Santa Maria Maior,Lisboa,2,1.0,1.0,False,0.92,2023-12-05,2012-06-02,16,38.71135,-9.13616,1,Great Stay,2011-07-24,9,True,1.0,1.0,within an hour
487394,65.0,395,157,Entire home/apt,Santa Maria Maior,Lisboa,2,1.0,1.0,True,2.66,2024-09-04,2012-06-29,1,38.71259,-9.12912,5,Pedro,2012-05-19,25,False,1.0,1.0,within an hour
208683,60.0,124,0,Entire home/apt,Santa Maria Maior,Lisboa,4,2.0,2.0,False,0.92,2022-12-02,2013-08-09,5,38.71052,-9.13365,3,Bruno,2011-06-28,0,True,0.94,1.0,within an hour
211616,79.0,296,75,Entire home/apt,Santa Maria Maior,Lisboa,2,1.0,1.5,True,2.01,2024-08-28,2012-08-08,1,38.71315,-9.12715,3,Francisco,2011-08-31,30,False,1.0,0.98,within an hour
214729,30.0,41,199,Private room,Alvalade,Lisboa,1,1.0,1.0,True,0.36,2024-05-25,2015-04-09,2,38.74825,-9.1459,15,Maria,2011-09-04,4,False,1.0,0.82,within a day
217281,22.0,19,162,Private room,Alvalade,Lisboa,1,1.0,1.0,True,0.42,2024-06-28,2020-12-22,2,38.74877,-9.1478,15,Maria,2011-09-04,4,False,1.0,0.82,within a day
220359,100.0,178,338,Entire home/apt,Avenidas Novas,Lisboa,4,1.0,1.0,False,1.17,2024-05-26,2012-03-21,1,38.73513,-9.14904,2,Rui,2011-09-11,11,False,1.0,0.96,within a few hours
220830,65.0,57,261,Entire home/apt,Igreja Nova e Cheleiros,Mafra,2,2.0,1.0,True,0.4,2024-09-02,2013-01-02,1,38.8917,-9.31176,2,Eduardo,2011-06-30,7,False,1.0,0.93,within a few hours
227224,87.0,495,276,Entire home/apt,Santa Maria Maior,Lisboa,2,1.0,1.0,False,3.45,2024-09-04,2012-12-03,1,38.71102,-9.12995,1,Gonçalo,2011-09-20,65,False,1.0,1.0,within an hour
229846,73.0,220,304,Entire home/apt,So Vicente,Lisboa,3,1.0,1.0,False,1.46,2024-08-31,2012-05-11,6,38.71478,-9.1241,3,Isabelle,2011-05-25,22,False,1.0,0.91,within an hour
234910,115.0,114,125,Entire home/apt,Cascais e Estoril,Cascais,5,1.0,1.0,False,0.73,2024-06-07,2011-11-26,1,38.69914,-9.41998,3,Rita,2011-09-30,8,False,1.0,0.8,within an hour
249727,224.0,45,324,Entire home/apt,Colares,Sintra,6,3.0,1.0,False,0.3,2024-08-05,2012-07-21,1,38.840667724609375,-9.46168041229248,4,Paulo,2011-10-18,7,False,1.0,1.0,within a few hours
250288,89.0,481,341,Entire home/apt,Santa Maria Maior,Lisboa,2,1.0,1.0,False,3.08,2024-08-22,2011-11-18,2,38.71379,-9.13521,7,Hugo,2011-05-31,23,False,1.0,0.97,within an hour
250491,129.0,68,223,Entire home/apt,Arroios,Lisboa,2,1.0,1.0,True,0.46,2023-11-16,2012-08-28,12,38.71686,-9.14014,3,Juan,2011-10-19,2,True,1.0,1.0,within an hour
250526,102.0,290,316,Entire home/apt,Misericrdia,Lisboa,2,1.0,1.0,True,1.85,2024-09-11,2011-11-08,6,38.71004,-9.15209,3,Joana,2011-10-19,55,True,1.0,1.0,within an hour
257480,90.0,486,261,Entire home/apt,So Vicente,Lisboa,2,1.0,1.0,False,3.14,2024-08-31,2012-01-01,16,38.71343,-9.12557,3,Maria & Pedro,2017-09-26,62,False,1.0,1.0,within an hour
257560,226.0,346,15,Entire home/apt,Santa Maria Maior,Lisboa,4,1.0,1.0,False,2.33,2024-09-09,2012-07-11,2,38.71081,-9.12816,1,Pedro,2011-10-24,44,True,1.0,1.0,within an hour
261733,126.0,385,298,Entire home/apt,Misericrdia,Lisboa,4,2.0,1.0,False,2.52,2024-09-07,2012-02-21,1,38.71165,-9.1463,3,Sara And Sergio,2011-11-05,26,False,1.0,0.98,within an hour
262616,179.0,92,294,Entire home/apt,Santo Antnio,Lisboa,4,1.0,1.0,True,0.61,2024-08-22,2012-05-03,1,38.71774,-9.15487,3,Filipe,2011-08-20,15,False,1.0,1.0,within an hour
263399,143.0,36,237,Entire home/apt,Campolide,Lisboa,4,3.0,1.0,False,0.24,2024-08-24,2012-08-19,8,38.72729,-9.16317,4,Augusto,2011-02-23,3,True,0.8,0.89,within an hour
267235,173.0,104,58,Entire home/apt,Santo Antnio,Lisboa,5,2.0,1.0,False,0.7,2024-08-01,2012-06-09,11,38.7225,-9.15488,3,Try,2011-08-30,10,True,1.0,1.0,within an hour
270591,286.0,55,357,Entire home/apt,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",Torres Vedras,11,5.0,4.0,True,0.49,2024-08-31,2015-07-29,1,39.10638957925287,-9.235503272990998,2,Iveta,2011-11-17,13,False,0.88,0.85,within a few hours
271430,173.0,238,97,Entire home/apt,Santa Maria Maior,Lisboa,4,2.0,1.0,True,1.64,2024-08-17,2012-10-17,10,38.71291,-9.14234,2,Fadoflats,2011-11-17,38,False,1.0,0.98,within a few hours
273835,115.0,40,343,Entire home/apt,Carcavelos e Parede,Cascais,6,3.0,1.0,True,0.3,2024-08-24,2013-11-01,3,38.69186,-9.35836,3,Samantha,2011-11-22,6,False,0.97,0.94,within an hour
279549,254.0,342,259,Entire home/apt,Misericrdia,Lisboa,7,3.0,3.0,True,2.28,2024-08-27,2012-05-25,2,38.71001,-9.14374,5,Ines,2011-11-30,32,False,1.0,0.89,within an hour
281407,198.0,11,279,Entire home/apt,Santo Antnio,Lisboa,10,3.0,3.0,False,0.12,2024-07-06,2017-04-17,7,38.72621,-9.14318,3,Victor,2011-12-03,3,False,1.0,0.95,within a few hours
286706,120.0,9,251,Entire home/apt,Santo Antnio,Lisboa,6,1.0,1.0,False,0.07,2019-11-02,2014-05-29,7,38.72486,-9.14329,3,Victor,2011-12-03,0,False,1.0,0.95,within a few hours
291999,154.0,370,277,Entire home/apt,Misericrdia,Lisboa,6,2.0,1.0,False,2.41,2024-08-31,2012-01-31,21,38.71099,-9.14829,2,Seven Hills Apartments,2011-08-28,16,True,1.0,1.0,within an hour
297131,99.0,35,256,Entire home/apt,Cascais e Estoril,Cascais,4,1.0,1.0,False,0.24,2019-08-25,2012-07-16,1,38.69918,-9.43981,3,Maria,2011-12-24,0,False,0.86,0.0,within a day
301264,99.0,119,151,Entire home/apt,Arroios,Lisboa,6,2.0,1.0,False,0.81,2024-07-23,2012-09-11,7,38.72199,-9.14002,2,Maria Simone,2011-12-31,6,True,1.0,1.0,within an hour
301871,113.0,144,132,Entire home/apt,Santo Antnio,Lisboa,4,1.0,1.0,False,0.95,2024-08-29,2012-04-12,7,38.72419,-9.1474,3,Maria Simone,2011-12-31,20,True,1.0,1.0,within an hour
303692,100.0,183,115,Entire home/apt,Arroios,Lisboa,6,2.0,1.0,False,1.25,2024-08-20,2012-09-22,7,38.72138,-9.13945,1,Maria Simone,2011-12-31,21,False,1.0,1.0,within an hour
306191,102.0,527,318,Entire home/apt,Misericrdia,Lisboa,2,1.0,1.0,False,3.49,2024-08-29,2012-04-17,1,38.71279,-9.14503,3,Tiago,2012-01-06,41,True,1.0,1.0,within an hour
307683,75.0,453,81,Entire home/apt,Santa Maria Maior,Lisboa,2,0.0,1.0,False,2.96,2024-09-12,2012-02-18,7,38.71143,-9.12778,6,Susana,2011-06-21,40,True,0.94,1.0,within an hour
311040,130.0,49,286,Entire home/apt,Santa Maria Maior,Lisboa,4,1.0,1.0,True,0.54,2024-07-17,2017-04-10,2,38.71235,-9.1275,7,Patrícia,2012-01-12,16,True,1.0,0.99,within an hour
311047,131.0,107,295,Entire home/apt,Santa Maria Maior,Lisboa,4,1.0,1.0,True,0.96,2024-08-21,2015-07-21,2,38.71252,-9.12911,3,Patrícia,2012-01-12,44,True,1.0,0.99,within an hour
322284,159.0,445,46,Entire home/apt,Santa Maria Maior,Lisboa,5,2.0,1.5,True,2.94,2024-08-26,2012-04-09,1,38.70989,-9.13637,3,Jp,2012-01-25,64,True,0.9,1.0,within an hour
324364,559.0,6,94,Entire home/apt,Lourinh e Atalaia,Lourinh,16,6.0,4.0,False,0.04,2018-08-24,2013-03-22,38,39.27423,-9.31898,1,Daniel,2012-01-27,0,True,0.9,1.0,within an hour
327945,84.0,607,23,Entire home/apt,Santa Maria Maior,Lisboa,2,0.0,1.0,True,3.99,2024-08-30,2012-03-14,2,38.70943,-9.13722,2,Patrícia,2012-01-30,71,False,1.0,0.98,within an hour
335344,100.0,297,285,Entire home/apt,Misericrdia,Lisboa,6,2.0,1.0,False,2.01,2024-08-29,2012-07-30,1,38.71386,-9.14483,3,Patrícia,2012-02-06,62,False,1.0,0.92,within an hour
344035,133.0,128,53,Entire home/apt,Misericrdia,Lisboa,5,2.0,1.0,True,1.22,2024-09-01,2016-02-04,1,38.71112,-9.14799,3,Aida,2012-02-10,28,False,1.0,1.0,within an hour
348764,97.0,320,25,Entire home/apt,Misericrdia,Lisboa,2,1.0,1.0,False,2.11,2024-09-03,2012-04-08,1,38.71246,-9.15262,3,Ricardo,2012-02-17,11,True,1.0,0.97,within an hour
349459,119.0,144,246,Entire home/apt,Santa Maria Maior,Lisboa,2,1.0,1.0,True,0.95,2024-08-29,2012-04-23,1,38.71418,-9.13572,4,André,2012-02-18,15,False,1.0,1.0,within an hour
349971,200.0,5,2,Entire home/apt,Santo Antnio,Lisboa,12,5.0,2.0,False,0.05,2017-11-01,2016-06-07,7,38.72659,-9.14522,3,Victor,2011-12-03,0,False,1.0,0.95,within a few hours
349974,251.0,12,318,Entire home/apt,Santo Antnio,Lisboa,10,3.0,3.0,False,0.08,2024-01-01,2012-10-02,7,38.72488,-9.14511,3,Victor,2011-12-03,1,False,1.0,0.95,within a few hours
349975,150.0,11,261,Entire home/apt,Santo Antnio,Lisboa,4,2.0,1.0,False,0.14,2024-03-30,2018-05-22,7,38.72541,-9.14519,3,Victor,2011-12-03,4,False,1.0,0.95,within a few hours
351289,85.0,87,353,Entire home/apt,Reguengo Grande,Lourinh,6,3.0,1.0,False,0.64,2024-08-28,2013-06-22,1,39.28958,-9.21641,5,Teresa,2012-02-20,5,True,1.0,0.82,within an hour
354431,160.0,204,124,Entire home/apt,Misericrdia,Lisboa,5,2.0,2.0,True,1.35,2024-08-14,2012-04-13,2,38.71446,-9.15179,6,Clara,2012-02-22,14,False,1.0,0.97,within an hour
379156,81.0,28,52,Entire home/apt,Estrela,Lisboa,3,1.0,1.0,False,0.19,2024-08-31,2012-08-26,11,38.70498,-9.17156,3,Try,2011-08-30,2,True,1.0,1.0,within an hour
393699,206.0,148,264,Entire home/apt,Santo Antnio,Lisboa,8,3.0,1.0,False,0.98,2022-10-08,2012-04-01,9,38.71724,-9.14755,5,Nuno,2012-01-11,0,False,0.89,0.59,within a few hours
393700,210.0,49,311,Entire home/apt,Santo Antnio,Lisboa,10,3.0,1.0,False,0.32,2023-09-25,2012-04-16,9,38.71693,-9.148,4,Nuno,2012-01-11,1,False,0.89,0.59,within a few hours
395874,106.0,234,172,Entire home/apt,Misericrdia,Lisboa,2,1.0,1.0,False,1.56,2024-07-12,2012-05-29,1,38.70691,-9.14846,3,Nuno,2011-09-15,26,False,1.0,1.0,within an hour
402882,218.0,20,362,Entire home/apt,Colares,Sintra,8,3.0,3.0,False,0.18,2024-08-19,2015-08-17,1,38.82694,-9.46977,5,Pedro,2011-09-21,2,True,1.0,1.0,within a few hours
403260,120.0,154,332,Entire home/apt,So Vicente,Lisboa,3,2.0,1.0,False,1.05,2024-09-07,2012-09-17,4,38.71337,-9.12548,3,Susanna,2012-01-26,18,True,1.0,1.0,within an hour
403760,120.0,199,70,Entire home/apt,So Vicente,Lisboa,3,1.0,1.0,False,1.32,2024-09-05,2012-05-03,4,38.71337,-9.12548,3,Susanna,2012-01-26,19,True,1.0,1.0,within an hour
405876,140.0,233,221,Entire home/apt,Cascais e Estoril,Cascais,6,3.0,2.0,False,1.6,2024-09-08,2012-10-11,3,38.69641,-9.42494,3,Pedro,2012-03-28,37,True,1.0,1.0,within an hour
407623,90.0,47,145,Entire home/apt,So Vicente,Lisboa,3,2.0,1.0,False,0.31,2023-08-17,2012-04-13,1,38.71732,-9.13098,3,Marta,2012-03-29,0,False,1.0,1.0,within a few hours
416929,38.0,732,314,Private room,Arroios,Lisboa,2,1.0,1.0,False,4.96,2024-09-08,2012-08-02,2,38.7338,-9.133,1,Augusto,2012-04-04,92,False,1.0,0.95,within an hour
417448,110.0,184,55,Entire home/apt,Santo Antnio,Lisboa,3,1.0,1.0,True,1.23,2024-08-28,2012-05-22,1,38.71956,-9.14255,3,Josie Georgia,2012-04-05,36,True,1.0,1.0,within an hour
418945,820.0,2,365,Private room,Belm,Lisboa,2,1.0,1.0,False,0.02,2016-07-10,2014-05-26,3,38.71156,-9.21046,1,Manuel,2012-04-06,0,False,1.0,0.0,within a day
424664,91.0,126,318,Entire home/apt,Cadaval e Pro Moniz,Cadaval,5,2.0,1.0,True,0.86,2024-09-09,2012-09-02,3,39.23805,-9.12181,3,Catarina,2011-07-13,22,True,1.0,1.0,within an hour
605995,60.0,12,105,Entire home/apt,Mina de gua,Amadora,2,1.0,1.0,True,0.09,2023-09-27,2013-03-03,1,38.76198350514786,-9.230305711751145,5,Barbara & Fernando,2012-06-11,1,False,1.0,0.93,within an hour
607083,80.0,157,312,Entire home/apt,Misericrdia,Lisboa,5,2.0,1.5,False,1.07,2024-08-26,2012-08-21,4,38.71175,-9.1441,2,Maria,2013-07-17,14,True,1.0,0.99,within an hour
607621,279.0,86,313,Entire home/apt,Misericrdia,Lisboa,11,4.0,3.0,False,0.59,2024-08-11,2012-09-19,4,38.71509,-9.14644,3,Maria,2013-07-17,9,True,1.0,0.99,within an hour
